Week,None,D0,D1,D2,D3,D4,DSCI
2012-06-26,76.48,21.37,1.96,0.19,0.00,0.00,26
2012-06-19,81.66,16.74,1.41,0.19,0.00,0.00,20
2012-06-12,90.26,7.94,1.61,0.19,0.00,0.00,12
2012-06-05,91.34,6.85,1.61,0.19,0.00,0.00,11
2012-05-29,70.86,24.24,4.65,0.24,0.00,0.00,34
2012-05-22,72.09,22.89,4.78,0.24,0.00,0.00,33
2012-05-15,70.07,14.79,14.90,0.24,0.00,0.00,45
2012-05-08,47.99,25.20,23.37,3.44,0.00,0.00,82
2012-05-01,40.25,33.83,22.49,3.44,0.00,0.00,89
2012-04-24,35.91,38.17,21.89,4.03,0.00,0.00,94
2012-04-17,31.37,40.98,20.32,7.33,0.00,0.00,104
2012-04-10,33.89,38.46,20.32,7.33,0.00,0.00,101
2012-04-03,36.13,54.04,9.83,0.00,0.00,0.00,74
2012-03-27,52.75,43.29,3.96,0.00,0.00,0.00,51
2012-03-20,55.89,41.83,2.28,0.00,0.00,0.00,46
2012-03-13,76.97,22.58,0.45,0.00,0.00,0.00,23
2012-03-06,82.27,17.29,0.45,0.00,0.00,0.00,18
2012-02-28,81.08,18.47,0.45,0.00,0.00,0.00,19
2012-02-21,81.08,18.47,0.45,0.00,0.00,0.00,19
2012-02-14,81.08,18.47,0.45,0.00,0.00,0.00,19
2012-02-07,83.21,16.35,0.45,0.00,0.00,0.00,17
2012-01-31,83.95,15.60,0.45,0.00,0.00,0.00,17
2012-01-24,80.68,19.32,0.00,0.00,0.00,0.00,19
2012-01-17,80.68,19.32,0.00,0.00,0.00,0.00,19
2012-01-10,96.35,3.65,0.00,0.00,0.00,0.00,4
2012-01-03,97.77,2.23,0.00,0.00,0.00,0.00,2
2011-12-27,96.68,3.32,0.00,0.00,0.00,0.00,3
2011-12-20,96.68,3.32,0.00,0.00,0.00,0.00,3
2011-12-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-12-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-11-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-11-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-11-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-11-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-11-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-10-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-10-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2011-10-11,98.84,1.16,0.00,0.00,0.00,0.00,1
2011-10-04,98.84,1.16,0.00,0.00,0.00,0.00,1
2011-09-27,97.23,2.77,0.00,0.00,0.00,0.00,3
2011-09-20,97.23,2.77,0.00,0.00,0.00,0.00,3
2011-09-13,97.23,2.77,0.00,0.00,0.00,0.00,3
2011-09-06,89.07,10.81,0.12,0.00,0.00,0.00,11
2011-08-30,82.09,16.41,1.50,0.00,0.00,0.00,19
2011-08-23,70.18,25.19,4.63,0.00,0.00,0.00,34
2011-08-16,68.95,22.02,9.03,0.00,0.00,0.00,40
2011-08-09,58.27,17.81,23.54,0.37,0.00,0.00,66
2011-08-02,60.99,15.10,23.54,0.37,0.00,0.00,63
2011-07-26,64.04,34.27,1.32,0.37,0.00,0.00,38
2011-07-19,79.85,18.46,1.32,0.37,0.00,0.00,22
2011-07-12,90.44,8.13,1.08,0.35,0.00,0.00,11
2011-07-05,92.62,5.64,1.26,0.48,0.00,0.00,10
2011-06-28,94.06,4.21,1.73,0.00,0.00,0.00,8
2011-06-21,95.44,2.82,1.73,0.00,0.00,0.00,6
2011-06-14,95.43,2.84,1.73,0.00,0.00,0.00,6
2011-06-07,96.34,2.31,1.35,0.00,0.00,0.00,5
2011-05-31,98.37,0.64,0.99,0.00,0.00,0.00,3
2011-05-24,98.37,1.09,0.55,0.00,0.00,0.00,2
2011-05-17,98.11,1.89,0.00,0.00,0.00,0.00,2
2011-05-10,99.68,0.32,0.00,0.00,0.00,0.00,0
2011-05-03,99.68,0.32,0.00,0.00,0.00,0.00,0
2011-04-26,99.76,0.24,0.00,0.00,0.00,0.00,0
2011-04-19,99.76,0.24,0.00,0.00,0.00,0.00,0
2011-04-12,99.76,0.24,0.00,0.00,0.00,0.00,0
2011-04-05,99.70,0.30,0.00,0.00,0.00,0.00,0
2011-03-29,99.45,0.55,0.00,0.00,0.00,0.00,1
2011-03-22,99.45,0.55,0.00,0.00,0.00,0.00,1
2011-03-15,98.85,1.15,0.00,0.00,0.00,0.00,1
2011-03-08,96.48,3.51,0.01,0.00,0.00,0.00,4
2011-03-01,75.46,23.10,1.44,0.00,0.00,0.00,26
2011-02-22,75.46,23.10,1.44,0.00,0.00,0.00,26
2011-02-15,74.48,24.07,1.44,0.00,0.00,0.00,27
2011-02-08,76.21,22.69,1.09,0.00,0.00,0.00,25
2011-02-01,77.77,21.44,0.79,0.00,0.00,0.00,23
2011-01-25,80.51,19.31,0.18,0.00,0.00,0.00,20
2011-01-18,89.77,10.23,0.00,0.00,0.00,0.00,10
2011-01-11,89.83,10.17,0.00,0.00,0.00,0.00,10
2011-01-04,96.25,3.75,0.00,0.00,0.00,0.00,4
2010-12-28,96.25,3.75,0.00,0.00,0.00,0.00,4
2010-12-21,96.25,3.75,0.00,0.00,0.00,0.00,4
2010-12-14,96.25,3.75,0.00,0.00,0.00,0.00,4
2010-12-07,95.40,4.60,0.00,0.00,0.00,0.00,5
2010-11-30,80.36,16.28,3.36,0.00,0.00,0.00,23
2010-11-23,78.18,18.46,3.36,0.00,0.00,0.00,25
2010-11-16,78.88,17.89,3.23,0.00,0.00,0.00,24
2010-11-09,78.88,17.89,3.23,0.00,0.00,0.00,24
2010-11-02,77.33,18.52,3.25,0.90,0.00,0.00,28
2010-10-26,77.53,18.32,3.25,0.90,0.00,0.00,28
2010-10-19,75.90,19.26,3.95,0.90,0.00,0.00,30
2010-10-12,63.70,30.59,4.82,0.90,0.00,0.00,43
2010-10-05,64.02,28.60,6.49,0.90,0.00,0.00,44
2010-09-28,42.50,39.36,14.33,2.80,1.02,0.00,80
2010-09-21,46.74,36.46,12.98,2.80,1.02,0.00,75
2010-09-14,48.32,37.51,10.35,2.80,1.02,0.00,71
2010-09-07,63.28,25.79,7.10,2.80,1.02,0.00,52
2010-08-31,60.07,29.56,8.87,1.50,0.00,0.00,52
2010-08-24,62.43,31.36,5.40,0.81,0.00,0.00,45
2010-08-17,56.75,32.28,9.54,1.44,0.00,0.00,56
2010-08-10,63.23,28.50,6.83,1.44,0.00,0.00,46
2010-08-03,64.09,29.24,5.23,1.44,0.00,0.00,44
2010-07-27,67.23,26.56,5.72,0.48,0.00,0.00,39
2010-07-20,66.37,27.69,5.94,0.00,0.00,0.00,40
2010-07-13,68.67,22.54,8.60,0.19,0.00,0.00,40
2010-07-06,69.92,24.61,5.28,0.19,0.00,0.00,36
2010-06-29,75.73,22.33,1.94,0.00,0.00,0.00,26
2010-06-22,90.25,9.75,0.00,0.00,0.00,0.00,10
2010-06-15,92.22,7.78,0.00,0.00,0.00,0.00,8
2010-06-08,87.85,12.15,0.00,0.00,0.00,0.00,12
2010-06-01,56.22,42.21,1.56,0.00,0.00,0.00,45
2010-05-25,86.98,13.02,0.00,0.00,0.00,0.00,13
2010-05-18,88.38,11.62,0.00,0.00,0.00,0.00,12
2010-05-11,86.65,10.61,2.74,0.00,0.00,0.00,16
2010-05-04,80.88,14.63,4.48,0.00,0.00,0.00,24
2010-04-27,80.03,15.49,4.48,0.00,0.00,0.00,24
2010-04-20,82.98,14.29,2.74,0.00,0.00,0.00,20
2010-04-13,83.97,16.03,0.00,0.00,0.00,0.00,16
2010-04-06,90.39,9.61,0.00,0.00,0.00,0.00,10
2010-03-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-03-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-03-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-03-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-03-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-02-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-01-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-01-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-01-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2010-01-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-12-29,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-12-22,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-12-15,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-12-08,97.37,2.63,0.00,0.00,0.00,0.00,3
2009-12-01,93.73,6.27,0.00,0.00,0.00,0.00,6
2009-11-24,93.73,6.27,0.00,0.00,0.00,0.00,6
2009-11-17,93.73,6.27,0.00,0.00,0.00,0.00,6
2009-11-10,93.73,6.27,0.00,0.00,0.00,0.00,6
2009-11-03,93.73,6.27,0.00,0.00,0.00,0.00,6
2009-10-27,91.36,8.64,0.00,0.00,0.00,0.00,9
2009-10-20,93.51,6.49,0.00,0.00,0.00,0.00,6
2009-10-13,91.99,6.61,1.40,0.00,0.00,0.00,9
2009-10-06,88.79,6.79,4.41,0.00,0.00,0.00,16
2009-09-29,88.79,6.79,4.41,0.00,0.00,0.00,16
2009-09-22,85.77,7.67,6.56,0.00,0.00,0.00,21
2009-09-15,90.52,9.48,0.00,0.00,0.00,0.00,9
2009-09-08,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-09-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-08-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-08-18,96.55,3.45,0.00,0.00,0.00,0.00,3
2009-08-11,96.84,3.16,0.00,0.00,0.00,0.00,3
2009-08-04,96.84,3.16,0.00,0.00,0.00,0.00,3
2009-07-28,95.55,4.45,0.00,0.00,0.00,0.00,4
2009-07-21,94.33,5.67,0.00,0.00,0.00,0.00,6
2009-07-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-07-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-06-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-06-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2009-06-16,96.98,3.02,0.00,0.00,0.00,0.00,3
2009-06-09,94.57,5.43,0.00,0.00,0.00,0.00,5
2009-06-02,96.89,3.11,0.00,0.00,0.00,0.00,3
2009-05-26,87.14,12.86,0.00,0.00,0.00,0.00,13
2009-05-19,90.44,9.56,0.00,0.00,0.00,0.00,10
2009-05-12,80.24,19.76,0.00,0.00,0.00,0.00,20
2009-05-05,71.75,28.25,0.00,0.00,0.00,0.00,28
2009-04-28,51.89,48.11,0.00,0.00,0.00,0.00,48
2009-04-21,66.74,33.26,0.00,0.00,0.00,0.00,33
2009-04-14,64.97,30.27,4.76,0.00,0.00,0.00,40
2009-04-07,63.22,32.02,4.76,0.00,0.00,0.00,42
2009-03-31,63.12,32.56,4.32,0.00,0.00,0.00,41
2009-03-24,63.12,32.55,4.33,0.00,0.00,0.00,41
2009-03-17,90.19,8.94,0.87,0.00,0.00,0.00,11
2009-03-10,91.85,7.27,0.88,0.00,0.00,0.00,9
2009-03-03,91.85,7.32,0.83,0.00,0.00,0.00,9
2009-02-24,93.39,5.78,0.83,0.00,0.00,0.00,7
2009-02-17,93.39,5.78,0.83,0.00,0.00,0.00,7
2009-02-10,92.75,6.42,0.83,0.00,0.00,0.00,8
2009-02-03,95.20,3.95,0.85,0.00,0.00,0.00,6
2009-01-27,90.32,7.85,1.84,0.00,0.00,0.00,12
2009-01-20,90.36,7.80,1.84,0.00,0.00,0.00,11
2009-01-13,90.36,7.79,1.85,0.00,0.00,0.00,11
2009-01-06,88.72,7.92,3.36,0.00,0.00,0.00,15
2008-12-30,88.72,6.59,4.69,0.00,0.00,0.00,16
2008-12-23,88.10,7.09,4.81,0.00,0.00,0.00,17
2008-12-16,80.41,14.78,4.81,0.00,0.00,0.00,24
2008-12-09,76.44,17.81,5.15,0.61,0.00,0.00,30
2008-12-02,76.44,17.68,5.24,0.64,0.00,0.00,30
2008-11-25,76.32,19.14,3.90,0.64,0.00,0.00,29
2008-11-18,74.84,20.62,3.90,0.64,0.00,0.00,30
2008-11-11,73.44,21.79,3.85,0.92,0.00,0.00,32
2008-11-04,82.40,12.83,3.85,0.92,0.00,0.00,23
2008-10-28,82.40,12.83,3.85,0.92,0.00,0.00,23
2008-10-21,74.35,20.59,3.74,1.32,0.00,0.00,32
2008-10-14,75.15,19.91,3.62,1.32,0.00,0.00,31
2008-10-07,82.50,14.93,2.57,0.00,0.00,0.00,20
2008-09-30,82.50,14.93,2.57,0.00,0.00,0.00,20
2008-09-23,81.28,16.95,1.77,0.00,0.00,0.00,20
2008-09-16,90.17,8.66,1.16,0.00,0.00,0.00,11
2008-09-09,89.18,9.31,1.52,0.00,0.00,0.00,12
2008-09-02,79.68,16.76,3.56,0.00,0.00,0.00,24
2008-08-26,85.13,13.41,1.46,0.00,0.00,0.00,16
2008-08-19,93.82,5.92,0.26,0.00,0.00,0.00,6
2008-08-12,97.44,2.56,0.00,0.00,0.00,0.00,3
2008-08-05,97.08,2.92,0.00,0.00,0.00,0.00,3
2008-07-29,97.08,2.92,0.00,0.00,0.00,0.00,3
2008-07-22,88.56,11.44,0.00,0.00,0.00,0.00,11
2008-07-15,94.18,5.82,0.00,0.00,0.00,0.00,6
2008-07-08,92.24,7.76,0.00,0.00,0.00,0.00,8
2008-07-01,92.24,7.76,0.00,0.00,0.00,0.00,8
2008-06-24,84.88,15.12,0.00,0.00,0.00,0.00,15
2008-06-17,81.80,18.20,0.00,0.00,0.00,0.00,18
2008-06-10,69.38,30.62,0.00,0.00,0.00,0.00,31
2008-06-03,99.84,0.16,0.00,0.00,0.00,0.00,0
2008-05-27,99.84,0.16,0.00,0.00,0.00,0.00,0
2008-05-20,99.84,0.16,0.00,0.00,0.00,0.00,0
2008-05-13,98.33,1.67,0.00,0.00,0.00,0.00,2
2008-05-06,97.50,0.99,1.51,0.00,0.00,0.00,4
2008-04-29,97.50,0.99,1.51,0.00,0.00,0.00,4
2008-04-22,97.50,0.99,1.51,0.00,0.00,0.00,4
2008-04-15,96.75,1.52,1.74,0.00,0.00,0.00,5
2008-04-08,96.75,1.52,1.74,0.00,0.00,0.00,5
2008-04-01,96.61,1.65,0.68,1.06,0.00,0.00,6
2008-03-25,96.62,1.95,0.97,0.46,0.00,0.00,5
2008-03-18,96.54,2.02,0.97,0.46,0.00,0.00,5
2008-03-11,96.54,2.02,0.97,0.46,0.00,0.00,5
2008-03-04,94.60,2.45,2.39,0.56,0.00,0.00,9
2008-02-26,94.60,3.55,1.29,0.56,0.00,0.00,8
2008-02-19,94.28,3.54,1.62,0.56,0.00,0.00,8
2008-02-12,93.95,3.88,1.62,0.56,0.00,0.00,9
2008-02-05,93.70,3.99,1.75,0.56,0.00,0.00,9
2008-01-29,93.70,2.82,2.92,0.56,0.00,0.00,10
2008-01-22,93.70,2.82,2.92,0.56,0.00,0.00,10
2008-01-15,91.77,4.43,3.04,0.76,0.00,0.00,13
2008-01-08,89.78,6.19,2.89,1.14,0.00,0.00,15
2008-01-01,90.52,6.32,2.01,1.14,0.00,0.00,14
2007-12-25,90.52,6.32,2.01,1.14,0.00,0.00,14
2007-12-18,90.52,6.32,2.01,1.14,0.00,0.00,14
2007-12-11,86.35,6.99,4.75,1.91,0.00,0.00,22
2007-12-04,80.52,9.87,6.60,3.01,0.00,0.00,32
2007-11-27,77.75,12.41,6.79,3.05,0.00,0.00,35
2007-11-20,73.76,17.48,6.58,2.18,0.00,0.00,37
2007-11-13,73.44,17.80,6.58,2.18,0.00,0.00,38
2007-11-06,73.97,17.36,6.48,2.18,0.00,0.00,37
2007-10-30,76.99,12.34,8.96,1.71,0.00,0.00,35
2007-10-23,54.01,25.18,13.54,5.84,1.43,0.00,76
2007-10-16,51.25,23.63,17.61,6.20,1.32,0.00,83
2007-10-09,40.32,33.15,17.41,7.84,1.29,0.00,97
2007-10-02,50.98,30.17,11.40,7.18,0.27,0.00,76
2007-09-25,58.71,21.27,14.45,5.57,0.00,0.00,67
2007-09-18,66.72,20.93,9.48,2.87,0.00,0.00,49
2007-09-11,64.65,20.89,11.54,2.92,0.00,0.00,53
2007-09-04,61.76,22.71,12.62,2.92,0.00,0.00,57
2007-08-28,67.99,23.75,7.49,0.76,0.00,0.00,41
2007-08-21,68.25,15.82,14.85,1.08,0.00,0.00,49
2007-08-14,64.94,18.87,12.03,4.16,0.00,0.00,55
2007-08-07,52.10,29.40,14.73,3.77,0.00,0.00,70
2007-07-31,54.26,28.26,13.04,4.45,0.00,0.00,68
2007-07-24,56.42,24.37,16.58,2.62,0.00,0.00,65
2007-07-17,57.18,20.42,20.37,2.04,0.00,0.00,67
2007-07-10,57.14,28.05,13.59,1.23,0.00,0.00,59
2007-07-03,56.71,35.27,7.10,0.92,0.00,0.00,52
2007-06-26,63.03,27.16,8.49,1.33,0.00,0.00,48
2007-06-19,68.83,24.52,6.65,0.00,0.00,0.00,38
2007-06-12,80.04,19.41,0.55,0.00,0.00,0.00,21
2007-06-05,85.78,13.67,0.55,0.00,0.00,0.00,15
2007-05-29,90.84,8.99,0.17,0.00,0.00,0.00,9
2007-05-22,96.50,3.50,0.00,0.00,0.00,0.00,4
2007-05-15,96.42,3.58,0.00,0.00,0.00,0.00,4
2007-05-08,99.91,0.09,0.00,0.00,0.00,0.00,0
2007-05-01,99.97,0.03,0.00,0.00,0.00,0.00,0
2007-04-24,99.97,0.03,0.00,0.00,0.00,0.00,0
2007-04-17,99.97,0.03,0.00,0.00,0.00,0.00,0
2007-04-10,98.53,1.47,0.00,0.00,0.00,0.00,1
2007-04-03,98.93,1.07,0.00,0.00,0.00,0.00,1
2007-03-27,97.76,2.22,0.02,0.00,0.00,0.00,2
2007-03-20,97.80,2.20,0.00,0.00,0.00,0.00,2
2007-03-13,92.77,7.23,0.00,0.00,0.00,0.00,7
2007-03-06,98.78,1.22,0.00,0.00,0.00,0.00,1
2007-02-27,93.57,6.42,0.01,0.00,0.00,0.00,6
2007-02-20,88.06,11.80,0.14,0.00,0.00,0.00,12
2007-02-13,88.47,11.53,0.00,0.00,0.00,0.00,12
2007-02-06,88.48,11.52,0.00,0.00,0.00,0.00,12
2007-01-30,90.79,9.21,0.00,0.00,0.00,0.00,9
2007-01-23,95.18,4.82,0.00,0.00,0.00,0.00,5
2007-01-16,94.22,5.78,0.00,0.00,0.00,0.00,6
2007-01-09,91.15,8.85,0.00,0.00,0.00,0.00,9
2007-01-02,86.56,13.44,0.00,0.00,0.00,0.00,13
2006-12-26,89.78,10.22,0.00,0.00,0.00,0.00,10
2006-12-19,89.78,10.22,0.00,0.00,0.00,0.00,10
2006-12-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-12-05,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-11-07,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-31,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-24,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-17,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-10,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-10-03,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-12,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-09-05,98.19,1.81,0.00,0.00,0.00,0.00,2
2006-08-29,88.89,9.18,1.93,0.00,0.00,0.00,13
2006-08-22,86.89,10.02,3.09,0.00,0.00,0.00,16
2006-08-15,95.33,4.67,0.00,0.00,0.00,0.00,5
2006-08-08,99.94,0.06,0.00,0.00,0.00,0.00,0
2006-08-01,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-07-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2006-06-27,96.39,3.61,0.00,0.00,0.00,0.00,4
2006-06-20,79.13,19.71,1.16,0.00,0.00,0.00,22
2006-06-13,79.13,18.51,2.37,0.00,0.00,0.00,23
2006-06-06,81.35,18.65,0.00,0.00,0.00,0.00,19
2006-05-30,69.13,30.87,0.00,0.00,0.00,0.00,31
2006-05-23,73.54,26.46,0.00,0.00,0.00,0.00,26
2006-05-16,61.33,38.67,0.00,0.00,0.00,0.00,39
2006-05-09,41.40,58.22,0.38,0.00,0.00,0.00,59
2006-05-02,68.90,31.10,0.00,0.00,0.00,0.00,31
2006-04-25,71.24,28.76,0.00,0.00,0.00,0.00,29
2006-04-18,55.66,38.77,5.58,0.00,0.00,0.00,50
2006-04-11,54.19,43.94,1.87,0.00,0.00,0.00,48
2006-04-04,41.60,54.95,3.44,0.00,0.00,0.00,62
2006-03-28,56.77,39.78,3.44,0.00,0.00,0.00,47
2006-03-21,56.77,43.12,0.10,0.00,0.00,0.00,43
